"Age" "Gender" "BMI" "Depression" "Depressed" "Sports" "Healthy_eating" "Dancing" "Music" "Slow_vs_Fast" "Dance" "Folk" "Country" "Classical" "Musical" "Pop" "Rock" "Metal_Hardrock" "Punk" "Hiphop_Rap" "Reggae_Ska" "Swing_Jazz" "Rocknroll" "Alternative" "Latino" "Techno_Trance" "Opera" "Movies" "Horror" "Thriller" "Comedy" "Romantic" "Sci-fi" "War" "Tales" "Animated" "Documentary" "Western" "Action"
"574" 18 "male" 21.1388558594266 2.6 FALSE 3 4 3 5 3 3 1 2 2 1 4 4 1 2 4 2 2 2 2 4 3 2 5 3 3 5 4 3 3 3 5 5 3 5
"575" 18 "male" 19.0194420963652 3.2 FALSE 5 2 3 5 4 4 1 2 3 2 2 4 1 3 3 3 3 4 4 3 3 2 5 2 4 4 2 4 3 2 3 3 4 4
"576" 17 "female" 24.8015873015873 2.4 FALSE 2.5 2 4 5 3 4 2 2 2 3 3 4 4 2 4 2 4 5 5 4 2 2 5 3 4 5 4 3 3 5 4 2 2 2
"577" 21 "male" 21.9671201814059 2.7 FALSE 4.5 3 2 5 3 2 3 3 3 3 4 5 5 4 4 3 4 4 4 2 2 2 5 2 5 5 3 5 5 3 4 5 3 5
"578" 18 "female" 23.5970042064225 3.6 TRUE 3 4 3 5 3 3 2 2 3 2 4 3 2 1 4 3 3 3 3 4 4 1 4 5 5 5 2 2 1 3 3 1 1 3
"579" 21 "male" 20.8756327032514 2.8 FALSE 4.5 4 3 5 3 3 3 4 5 2 3 5 4 2 3 3 5 5 1 5 4 3 5 4 5 5 3 4 5 4 4 5 2 4
"580" 23 "female" 25.0995015956112 2.7 FALSE 3.5 2 4 5 4 4 2 2 3 5 5 4 2 2 5 3 4 4 4 4 3 4 4 1 1 5 5 3 2 5 5 3 1 5
"581" 20 "female" 26.9274376417234 3.4 TRUE 2.5 3 1 5 3 3 1 1 3 3 4 5 3 5 3 1 1 2 2 3 1 2 5 2 4 5 4 2 5 3 3 2 1 5
"582" 20 "female" 17.3010380622837 2.8 FALSE 4.5 3 5 5 3 4 3 1 2 3 5 3 1 2 3 3 2 2 1 5 2 1 5 2 1 5 3 1 2 4 5 2 1 1
"583" 26 "female" 23.0300453514739 2.3 FALSE 1.5 3 1 5 3 3 3 2 1 1 1 4 2 1 4 2 1 2 1 4 1 1 5 3 3 2 5 1 4 5 5 4 1 5
"584" 21 "female" 22.8571428571429 2.7 FALSE 3 4 3 5 5 5 4 3 4 2 2 2 1 1 2 2 3 3 2 3 5 4 5 1 5 3 4 5 5 5 5 5 3 5
"585" 19 "male" 24.2512783053324 3.1 FALSE 2 4 3 5 2 1 3 3 5 2 4 5 5 2 1 1 2 3 3 3 1 4 4 3 5 5 2 5 5 5 5 5 2 5
"586" 21 "female" 20.5191340925413 2.7 FALSE 3.5 3 5 5 3 4 2 1 2 4 5 5 1 2 4 5 2 4 3 5 2 1 5 1 3 5 5 2 2 5 4 3 1 3
"587" 22 "female" 20.2812330989724 2.2 FALSE 5 3 4 5 4 5 1 2 4 3 3 5 3 4 3 5 4 4 5 3 3 2 5 3 3 5 4 4 4 4 5 5 2 4
"588" 18 "male" 21.7858759619737 2.5 FALSE 5 4 3 5 3 4 2 3 3 4 5 4 2 1 4 3 2 1 3 2 3 2 4 4 4 5 2 3 5 2 3 4 2 4
"589" 21 "female" 19.4330132601738 3.2 FALSE 3 4 2 5 3 2 2 1 3 4 3 4 5 2 2 2 2 3 4 2 2 4 3 3 4 4 3 2 5 3 2 5 2 3
"590" 17 "female" 25.0995015956112 2.6 FALSE 2 3 3 5 3 3 2 2 2 2 3 5 5 3 4 3 4 4 5 4 2 2 5 3 4 5 4 2 2 5 4 2 2 3
"591" 20 "female" 19.5716812826979 2.3 FALSE 3 3 1 4 4 4 3 3 2 2 5 4 1 2 4 5 3 2 2 2 1 1 5 5 5 5 4 4 4 5 5 5 3 5
"592" 22 "female" 19.0311418685121 2.9 FALSE 2.5 3 1 4 3 3 3 4 2 2 4 4 2 3 2 4 2 4 1 4 1 1 3 1 2 2 4 2 1 4 4 5 3 3
"593" 19 "female" 21.2585034013605 2.2 FALSE 3 2 5 5 3 3 4 4 3 3 3 4 1 5 4 5 5 5 5 4 2 2 3 3 3 4 4 1 4 1 1 5 3 2
"594" 25 "female" 23.4235574063058 2.6 FALSE 4 3 4 5 3 5 3 3 1 3 3 5 1 1 4 5 1 3 3 3 3 1 5 2 3 5 4 3 3 5 5 4 1 2
"595" 29 "male" 33.1452118606109 2.2 FALSE 4.5 2 1 4 3 2 3 3 3 4 2 5 5 4 1 4 3 3 2 3 1 3 5 2 4 4 3 5 5 4 5 4 2 4
"596" 29 "male" 27.0640515887601 2.6 FALSE 3.5 4 3 5 3 2 4 5 5 3 2 3 2 1 4 5 3 3 2 2 3 3 4 4 4 4 4 4 5 3 3 5 4 4
"597" 17 "female" 18.0427010591734 2.4 FALSE 2.5 3 3 5 3 1 1 1 4 3 4 4 2 1 1 1 3 3 3 1 1 1 5 3 3 4 3 3 1 3 3 3 1 3
"598" 19 "male" 21.9138056975895 2.4 FALSE 3 2 1 4 3 3 1 3 3 1 5 3 3 2 2 3 2 2 2 2 3 1 5 3 5 3 3 3 5 3 3 5 3 4
"599" 18 "female" 25.9515570934256 2.6 FALSE 4 4 2 4 3 4 2 1 5 3 3 2 4 2 4 4 5 3 5 4 2 4 5 1 5 4 4 3 2 5 5 4 1 4
"600" 20 "female" 19.8176773682124 2.5 FALSE 3 3 5 5 3 3 5 1 5 3 4 4 1 1 1 1 3 3 4 3 1 2 4 1 1 4 3 1 1 3 3 4 1 4
"601" 21 "female" 18.5178040970642 3.8 TRUE 3 3 3 5 3 3 3 2 5 3 5 5 2 2 4 3 5 4 5 5 2 2 5 1 4 3 3 3 5 5 4 5 2 1
"602" 19 "female" 21.6049382716049 3.1 FALSE 2.5 3 3 4 3 5 3 3 2 5 5 3 2 2 3 3 3 4 2 5 2 3 5 3 4 5 5 3 2 4 4 3 2 3
"603" 19 "male" 21.3068181818182 2.1 FALSE 3.5 1 1 5 4 4 2 2 4 1 4 2 1 1 4 1 4 2 4 3 3 1 5 1 2 4 1 3 4 1 1 4 1 3
"604" 20 "male" 21.2244897959184 3.4 TRUE 1.5 1 5 5 3 2 4 2 1 1 5 2 1 1 5 5 3 2 1 2 4 1 5 5 4 5 3 2 4 3 4 1 2 5
"605" 19 "male" 26.1224489795918 2.1 FALSE 3 1 1 5 2 2 1 3 1 1 5 5 3 3 2 2 3 3 1 5 5 1 3 3 3 5 3 2 3 4 4 4 4 5
"606" 18 "female" 23.1481481481481 3.5 TRUE 5 1 2 5 4 5 1 3 2 5 5 2 1 1 5 2 2 3 3 2 3 1 5 5 3 5 3 1 5 4 4 5 1 5
"607" 16 "female" 19.140625 2.7 FALSE 1.5 3 3 5 4 1 2 1 3 3 1 5 5 5 3 3 4 2 4 1 1 2 5 4 5 3 5 5 5 3 3 4 2 3
"608" 18 "female" 21.4535737137265 2.6 FALSE 3.5 2 4 5 3 3 2 2 3 2 4 4 1 2 4 3 4 4 5 3 2 2 5 4 4 5 3 1 4 3 4 4 1 2
"609" 19 "female" 21.7993079584775 2.1 FALSE 3.5 4 5 5 4 2 1 1 4 2 3 3 2 2 4 3 4 3 2 3 2 2 4 2 2 5 4 4 2 2 2 4 2 5
"610" 19 "female" 19.8412698412698 2.9 FALSE 4 2 4 5 3 3 4 5 5 5 3 2 2 1 1 2 3 3 2 4 1 5 4 1 3 4 3 4 2 5 5 3 2 3
"611" 20 "female" 21.7738423573813 3.2 FALSE 3.5 4 4 4 3 5 2 4 5 5 4 5 4 3 2 2 4 5 2 5 2 4 5 3 3 4 4 4 4 5 5 4 3 3
"612" 21 "female" 18.8271604938272 3.5 TRUE 3.5 2 5 5 1 3 2 1 3 4 3 4 2 1 1 1 4 5 4 4 3 2 5 2 4 3 4 3 3 4 5 2 1 3
"613" 23 "male" 22.038567493113 1.9 FALSE 5 4 3 5 5 3 3 4 4 4 4 5 5 3 1 2 2 5 2 3 3 4 5 5 4 5 2 5 5 5 5 4 5 5
"614" 17 "male" 25.3592561284869 2.8 FALSE 4 4 3 4 3 5 2 2 2 2 4 4 2 1 5 2 3 3 3 3 2 1 5 3 5 5 2 4 5 3 3 4 3 5
"615" 18 "female" 21.7180660897457 3.1 FALSE 1.5 3 3 5 3 3 5 1 5 3 3 3 1 1 1 2 5 4 4 4 1 5 5 1 1 4 4 2 1 5 4 3 1 3
"616" 26 "male" 26.8744961031981 1.9 FALSE 4 3 4 5 3 1 3 4 5 3 2 4 2 1 3 4 2 3 4 5 5 2 5 2 3 5 4 3 5 5 5 4 5 5
"617" 22 "male" 18.788299225344 3.1 FALSE 4 5 1 2 3 2 2 2 2 2 2 4 4 4 3 3 3 3 4 2 1 1 1 1 1 4 5 2 2 4 4 4 2 2
"618" 18 "female" 25.9515570934256 2.4 FALSE 3 4 3 5 3 4 3 1 5 4 4 2 4 3 5 4 5 2 5 3 3 5 5 1 4 3 3 3 2 5 5 5 1 4
"619" 15 "female" 19.921875 2.8 FALSE 2.5 3 4 5 3 3 3 3 5 4 3 4 4 5 3 3 3 3 3 3 3 3 5 4 3 5 4 5 3 5 5 5 3 3
"620" 17 "male" 20.8979591836735 3 FALSE 3 3 1 5 3 2 4 4 1 1 1 5 3 3 1 1 3 5 5 1 1 1 5 1 1 5 3 5 5 3 3 3 3 4
"621" 22 "female" 28.0816326530612 2.4 FALSE 3.5 4 5 5 3 5 5 2 5 3 3 3 1 1 5 1 5 4 5 5 1 4 4 3 4 5 4 4 4 5 5 5 3 3
"622" 21 "female" 17.3611111111111 3.4 TRUE 1.5 2 2 5 3 2 4 1 5 5 5 5 3 4 1 2 3 3 3 4 2 5 5 2 2 5 5 5 1 4 2 3 1 5
"623" 21 "female" 19.4330132601738 3.1 FALSE 2.5 3 5 5 4 5 2 1 3 4 5 3 1 3 4 2 4 2 2 5 4 2 4 1 2 4 5 1 4 3 3 2 1 2
"624" 19 "female" 16.7572928422421 3.5 TRUE 1.5 2 4 5 3 3 2 2 4 3 3 4 2 2 1 3 2 5 5 3 1 2 5 2 2 4 3 2 4 5 5 4 2 2
"625" 26 "male" 28.3269742166724 1.7 FALSE 4 3 3 4 4 2 1 3 2 1 4 3 2 3 4 3 3 3 2 4 3 3 4 3 4 4 4 5 3 2 2 4 2 5
"626" 26 "female" 27.0416441319632 2.5 FALSE 3 5 3 5 3 2 2 3 3 3 3 5 5 4 1 4 4 5 2 3 1 1 5 4 5 5 4 3 2 2 1 1 2 1
"627" 19 "female" 20.5688066136624 2.7 FALSE 4.5 3 5 5 3 5 3 3 5 5 2 3 1 2 5 5 5 3 2 5 5 3 5 1 3 3 5 1 5 2 3 5 3 2
"628" 20 "male" 25.7672189440594 2.7 FALSE 5 3 1 5 5 4 1 1 2 1 3 1 1 1 3 1 1 2 2 1 5 1 5 5 5 5 3 5 5 5 5 4 2 5
"629" 18 "male" 24.6853298611111 2.8 FALSE 3.5 4 4 5 3 5 4 3 5 5 5 4 3 3 3 3 4 5 4 4 2 5 5 1 3 5 5 5 3 5 5 5 3 5
"630" 25 "female" 17.5696511169278 2.6 FALSE 2.5 3 5 5 3 5 2 2 2 2 5 5 4 4 2 3 2 4 4 2 3 2 5 3 4 4 4 4 3 2 4 3 2 3
"631" 23 "male" 23.3289930555556 1.6 FALSE 5 3 1 5 4 3 1 1 1 1 4 1 1 2 5 5 1 1 3 1 2 1 5 4 3 5 1 3 2 1 1 2 1 5
"632" 24 "male" 23.2686980609418 1.6 FALSE 5 5 1 5 3 4 1 1 1 1 3 3 1 3 4 5 1 3 5 1 3 1 5 5 5 5 3 2 3 2 2 4 3 5
"633" 20 "male" 22.5459590704128 3.1 FALSE 5 4 2 5 3 3 2 1 3 3 3 5 3 5 1 1 3 3 4 1 3 3 5 2 3 4 3 4 4 2 5 5 2 3
"634" 19 "female" 16.901027582477 3.4 TRUE 2.5 2 3 5 2 3 1 2 3 4 5 3 1 2 2 2 3 3 2 4 1 3 5 1 2 5 4 2 3 4 4 4 1 3
"635" 18 "male" 21.9678575557868 2.9 FALSE 5 4 1 5 3 2 1 2 4 3 4 5 5 5 2 2 3 5 4 2 2 1 5 3 3 5 2 5 2 4 4 3 2 5
"636" 25 "female" 21.5138585105239 2.7 FALSE 4.5 4 5 5 5 5 5 5 4 4 4 4 5 4 4 4 4 5 3 4 4 4 5 2 3 3 3 4 4 3 4 4 4 4
"637" 22 "male" 24.3438094940857 2.6 FALSE 4 3 5 1 1 2 3 4 3 3 2 2 5 2 2 2 3 4 4 3 2 3 4 4 4 4 4 4 4 4 4 4 4 4
"638" 26 "male" 26.8809349890431 2.7 FALSE 1 1 1 4 3 3 1 2 3 1 4 3 2 2 5 3 3 3 3 3 3 1 4 5 5 5 3 1 3 3 3 3 1 5
"639" 19 "female" 22.5895514360501 3 FALSE 4 1 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5
"640" 16 "female" 18.6851211072664 2.9 FALSE 1.5 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 3 3 2 2 1 1 5 5 4 3
"641" 18 "male" 21.1388558594266 3.6 TRUE 1.5 3 1 5 2 2 4 4 4 2 3 5 5 4 2 3 2 3 2 2 1 4 5 1 4 3 2 5 5 3 3 4 3 5
"642" 20 "female" 18.3391003460208 2.4 FALSE 3 3 4 5 4 3 1 2 4 3 4 2 1 1 4 1 1 4 2 4 1 2 5 3 3 5 4 4 3 4 3 2 1 3
"643" 17 "female" 24.8015873015873 2.8 FALSE 3 3 4 5 4 4 2 2 2 2 3 5 5 3 4 3 5 4 4 4 2 2 5 5 5 5 5 5 5 5 5 5 5 5
"644" 20 "female" 21.2031052289593 2.2 FALSE 4 4 5 3 3 2 1 1 4 3 2 2 1 1 2 2 3 3 2 3 1 4 4 1 1 4 3 3 3 4 2 4 3 4
"645" 19 "female" 18.732782369146 2.9 FALSE 3.5 4 5 5 3 2 1 1 4 3 3 4 1 2 4 2 2 3 4 4 5 4 5 2 3 5 5 3 1 4 5 5 2 3
"646" 17 "female" 17.2110868084191 2.3 FALSE 4.5 5 5 5 3 3 3 4 4 4 3 3 2 2 4 2 5 3 4 2 3 3 5 1 1 5 3 1 3 5 5 5 3 3
"647" 18 "male" 21.1388558594266 2.7 FALSE 3 4 3 5 3 3 1 2 2 3 4 4 1 2 3 3 3 3 2 4 4 2 5 3 4 5 5 3 3 3 4 5 3 4
"648" 20 "female" 21.5450907971684 3.1 FALSE 3 4 2 4 2 4 1 2 3 2 3 3 1 1 1 1 4 4 1 3 2 3 4 4 2 4 3 2 1 5 5 5 1 2
"649" 17 "female" 19.0311418685121 2.6 FALSE 3 3 1 5 3 2 3 4 4 4 3 5 5 5 2 5 5 5 5 4 2 3 5 5 4 5 3 5 3 3 4 5 5 4
"650" 21 "male" 21.1327134404057 2.7 FALSE 2 4 1 5 3 2 5 2 4 5 4 5 4 1 2 3 3 3 2 3 4 3 5 5 5 5 5 5 5 5 5 5 5 5
"651" 19 "male" 22.1606648199446 2.5 FALSE 3.5 4 5 4 3 4 3 1 4 4 4 3 1 1 3 3 5 2 2 3 4 3 5 1 4 5 4 3 2 4 5 3 1 4
"652" 19 "male" 22.2824773819431 2.5 FALSE 3 3 2 5 3 3 2 2 4 3 4 5 4 1 2 2 5 5 4 4 3 2 4 2 4 4 4 5 5 3 4 4 1 5
"653" 16 "male" 22.343515592582 2.9 FALSE 4.5 3 2 5 3 2 2 1 2 4 5 2 2 1 5 3 2 3 3 3 3 1 5 3 3 5 4 3 5 5 5 3 2 4
"654" 19 "male" 25.2493372048984 2.4 FALSE 3 4 5 5 5 4 3 3 5 3 5 4 1 2 4 1 1 1 3 3 4 4 5 4 4 5 3 5 1 5 4 3 1 3
"655" 19 "female" 19.8140527358634 2.7 FALSE 2 4 3 5 3 3 1 1 3 1 3 2 1 1 4 3 5 3 4 3 3 2 5 2 2 3 2 3 1 4 4 5 1 3
"656" 21 "male" 25.2278645833333 2.6 FALSE 3 4 1 5 4 3 2 2 3 1 3 4 3 2 4 3 3 1 1 3 3 1 3 2 4 4 4 2 3 2 1 4 3 5
"657" 24 "male" 35.0620891161432 3.4 TRUE 3 2 3 2 3 3 1 2 3 3 3 2 4 2 5 3 4 3 3 4 4 2 5 5 5 5 2 4 3 3 3 3 3 4
"658" 23 "male" 26.3157894736842 2.4 FALSE 5 4 1 4 5 3 1 1 1 1 5 2 1 1 5 1 1 1 1 1 1 1 5 5 5 5 2 4 5 2 2 2 1 5
"659" 30 "female" 23.0545624644993 3 FALSE 3 3 5 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 4 2 4 2 4 2 4 2 4 2 4 2
"660" 27 "male" 31.634052798074 2.7 FALSE 4 3 4 3 5 3 2 2 4 3 5 1 4 3 4 4 2 4 3 4 2 3 3 3 4 4 5 3 3 2 3 3 3 3
"661" 19 "male" 18.9919649379109 2.9 FALSE 4 3 1 5 1 5 1 2 3 4 2 2 1 1 5 2 2 2 2 1 3 1 5 3 4 3 4 5 3 5 3 2 2 5
"662" 18 "female" 21.484375 2.7 FALSE 4 4 5 5 3 3 2 1 4 3 4 5 3 3 3 3 2 2 3 2 2 2 5 4 5 4 1 1 5 3 3 3 4 5
"663" 18 "male" 21.5972239073989 3.2 FALSE 2.5 3 2 5 3 1 2 3 4 5 2 4 5 4 1 1 2 4 4 2 2 4 5 1 1 4 3 4 4 3 4 5 3 3
"664" 17 "male" 20.4528853177502 2.4 FALSE 3.5 3 1 5 3 4 1 1 2 4 4 3 1 4 4 1 1 3 1 1 1 1 5 4 4 5 4 2 5 3 5 1 2 5
"665" 30 "female" 24.0569347455645 2 FALSE 5 1 1 4 5 5 1 1 1 1 4 5 3 2 1 1 1 5 3 1 4 1 5 4 4 5 1 2 5 2 3 4 2 5
"666" 19 "female" 20.2812330989724 1.9 FALSE 4.5 3 5 5 5 5 3 2 2 2 5 4 4 3 5 3 1 3 3 2 4 2 5 3 3 5 4 4 2 4 5 4 1 4
"667" 21 "female" 20.7156938086805 2.7 FALSE 4.5 4 2 5 1 4 1 1 4 4 5 5 3 4 4 4 4 4 2 2 2 2 5 5 4 5 5 2 2 5 5 3 2 5
"668" 17 "female" 19.4674012855831 3.5 TRUE 3.5 5 4 5 4 4 3 1 3 5 5 5 5 5 3 4 2 5 4 3 3 3 2 2 2 3 3 2 2 4 5 4 1 2
"669" 20 "male" 27.1669192713546 2.7 FALSE 3 2 1 3 3 1 3 3 5 5 3 2 2 2 1 1 1 3 1 1 1 4 5 1 2 5 4 4 4 4 4 5 4 5
"670" 20 "male" 22.2825921064681 2.5 FALSE 5 3 1 5 4 3 1 2 3 2 5 5 3 4 3 2 1 2 2 2 3 1 5 5 5 5 2 3 2 5 5 4 2 5
"671" 18 "male" 24.5351239669421 2.8 FALSE 1 4 1 4 3 4 1 1 2 1 2 2 2 1 4 1 1 3 1 1 1 1 4 3 1 5 5 3 5 2 2 4 2 5
"672" 20 "male" 27.7777777777778 3.3 FALSE 3.5 1 3 5 3 2 3 4 5 5 1 5 5 3 1 3 4 5 4 2 1 5 5 3 5 5 4 5 4 5 5 4 4 5
"673" 20 "male" 20.8307031940412 3.4 TRUE 3.5 3 2 5 3 2 3 3 4 2 3 5 4 4 3 2 3 4 4 2 1 4 4 3 4 4 3 4 3 3 3 5 2 2
"674" 17 "female" 19.5918367346939 2.1 FALSE 5 4 3 5 4 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 5 2 1 4 4 1 4 1 1 2 1 4
"675" 19 "male" 23.8087970452672 1.5 FALSE 5 3 3 5 4 2 1 1 1 1 2 2 3 1 2 1 1 3 1 1 1 1 5 2 1 5 4 2 5 1 2 3 1 5
"676" 20 "male" 24.485652005136 1.6 FALSE 3 4 2 5 5 2 3 4 3 1 2 5 5 3 5 4 4 5 2 4 2 2 5 1 5 5 3 3 4 4 3 5 5 5
"677" 21 "male" 19.4444444444444 2.6 FALSE 3.5 3 3 5 4 3 3 1 4 3 4 5 5 5 4 4 5 5 5 4 3 2 5 5 1 5 4 4 5 4 5 5 2 1
"678" 23 "male" 24.2214532871972 4.1 TRUE 5 1 3 3 4 1 1 1 1 2 5 5 2 2 5 4 4 5 1 1 1 2 3 3 2 4 5 3 3 4 5 1 4 3
"679" 24 "male" 25.2493372048984 2.5 FALSE 5 3 1 4 4 3 3 1 4 1 4 4 4 3 2 1 1 3 3 1 4 1 3 5 5 5 1 2 4 3 4 5 4 5
"680" 17 "female" 18.75 1.9 FALSE 2.5 4 3 5 5 3 1 2 2 1 4 2 1 2 3 2 1 1 2 5 2 1 4 1 1 4 2 2 2 3 2 5 1 2
"681" 18 "female" 20.9571711629325 1.9 FALSE 2.5 4 3 5 3 2 2 2 4 5 3 5 2 2 4 4 4 4 5 3 1 4 5 1 2 5 5 3 3 3 2 3 4 2
"682" 17 "male" 28.9262235208181 4.2 TRUE 1 3 1 5 3 2 2 2 5 4 4 5 5 5 1 3 4 5 5 2 1 4 5 3 5 5 4 5 3 5 5 3 3 5
"683" 19 "female" 19.5918367346939 2.5 FALSE 2 1 1 5 4 3 1 1 2 3 5 4 1 3 5 4 3 3 3 4 1 2 3 2 2 4 2 3 3 3 4 2 2 3
"684" 21 "male" 22.9176097781802 3.1 FALSE 3 3 1 5 2 3 2 2 3 1 3 2 1 1 5 2 2 1 3 3 3 1 4 5 4 5 3 2 2 3 2 5 1 5
"685" 29 "female" 20.0692041522491 2.8 FALSE 1.5 3 1 5 3 1 1 2 5 1 3 5 3 2 1 3 2 5 3 2 1 5 5 1 3 4 2 1 1 5 5 5 4 3
"686" 21 "female" 19.0311418685121 3.6 TRUE 2 4 1 4 3 1 3 1 4 2 2 5 4 2 1 2 2 2 4 2 1 2 5 4 3 3 3 4 4 5 5 5 2 2
"687" 20 "female" 22.0317256849864 3.3 FALSE 3.5 3 2 5 3 3 3 1 4 4 4 5 3 3 3 3 5 5 3 4 1 4 5 2 2 4 4 1 3 4 4 3 2 2
"688" 20 "female" 19.4869614512472 2.6 FALSE 2 4 2 5 3 3 4 3 4 5 4 5 3 3 2 4 3 5 5 2 1 2 4 1 2 4 4 3 2 4 2 2 2 1
"689" 19 "male" 23.6294896030246 2.7 FALSE 3.5 2 1 1 3 4 1 2 1 2 4 5 3 4 5 2 1 3 3 4 4 1 5 4 5 4 3 2 4 2 3 3 2 5
"690" 20 "female" 19.0519737844841 2.9 FALSE 3 4 5 5 3 1 2 2 5 4 3 5 5 4 3 2 4 4 4 2 1 3 5 3 4 5 3 5 3 4 4 2 2 5
"691" 21 "female" 24.8015873015873 3 FALSE 3.5 4 5 5 3 4 2 1 3 2 4 3 1 1 5 4 4 3 3 5 2 3 5 3 2 5 5 5 2 2 2 5 1 2
"692" 20 "female" 20.9366391184573 2.9 FALSE 1.5 2 1 5 3 3 4 5 5 5 2 5 3 4 1 4 4 5 3 4 1 5 3 1 1 4 3 2 1 5 5 5 2 3
"693" 19 "male" 20.6716958844533 2.6 FALSE 3.5 4 1 3 3 2 1 1 4 3 3 4 1 1 1 1 5 3 5 2 2 4 5 2 2 5 3 2 2 2 2 4 2 3
"694" 21 "male" 23.7196092506476 2.4 FALSE 4 4 1 4 3 4 3 2 4 4 3 5 4 2 2 2 2 3 2 2 2 3 5 3 4 4 3 4 4 3 3 4 3 4
"695" 19 "male" 21.0526315789474 2.8 FALSE 5 3 2 4 3 3 2 2 2 3 5 4 1 1 1 4 3 3 3 3 1 1 5 1 3 5 4 4 4 3 3 4 5 5
"696" 19 "male" 25.1651462724127 2.3 FALSE 5 3 1 5 3 2 1 1 2 3 4 5 5 5 4 3 5 4 3 1 1 3 5 2 2 5 4 4 4 4 4 3 3 3
"697" 20 "male" 19.4093582967542 2 FALSE 4 4 5 5 3 4 3 2 5 3 2 5 5 4 2 4 5 5 4 5 1 3 4 1 3 5 4 1 5 5 5 5 5 4
"698" 21 "female" 20.0692041522491 1.9 FALSE 4.5 3 5 5 5 4 1 1 1 2 5 4 1 1 4 5 3 4 4 4 2 1 5 5 4 5 3 2 1 4 5 2 1 4
"699" 23 "female" 25.5937370619895 3.4 TRUE 2.5 3 3 4 3 4 2 1 2 4 4 3 1 2 3 3 3 4 4 4 1 2 5 4 3 4 4 3 2 5 5 2 2 2
"700" 24 "female" 18.5567732222261 2.4 FALSE 3.5 3 3 5 4 2 3 3 1 4 5 5 1 1 4 3 3 2 2 4 1 2 4 4 5 4 3 1 2 4 3 2 1 3
"701" 19 "male" 18.9919649379109 3.1 FALSE 5 2 5 5 5 4 3 3 2 1 4 4 3 4 5 2 2 2 3 2 5 1 3 3 3 5 2 2 2 3 5 2 2 4
"702" 30 "male" 23.038752362949 2.4 FALSE 5 5 4 5 4 2 5 4 5 5 2 3 2 3 2 3 5 4 4 3 4 5 5 5 3 5 5 1 4 3 2 5 3 5
"703" 20 "female" 20.5693296602388 3.1 FALSE 2.5 3 2 4 4 3 1 1 1 3 5 1 1 1 4 2 2 1 1 3 1 1 5 2 2 5 5 4 4 5 5 3 1 2
"704" 23 "female" 18.4672206832872 3.4 TRUE 2 3 5 5 3 5 2 2 3 3 4 2 1 1 4 2 4 2 2 3 5 3 5 3 3 5 5 5 2 2 4 4 2 3
"705" 19 "female" 17.6470588235294 3.4 TRUE 2 3 4 5 2 3 4 2 5 5 5 5 2 2 1 4 4 5 5 2 1 4 5 1 2 5 5 3 3 5 5 4 1 2
"706" 19 "male" 17.7221172022684 2 FALSE 3 4 2 5 2 2 1 1 3 1 3 5 3 4 1 4 2 3 5 1 2 1 3 1 2 3 4 4 2 1 2 1 1 3
"707" 22 "female" 20.147971991016 2.4 FALSE 4.5 3 3 3 2 1 4 4 5 3 2 2 1 1 1 2 4 2 1 3 1 5 5 1 3 4 5 2 2 5 5 3 2 3
"708" 17 "female" 22.2040816326531 3 FALSE 2.5 4 1 4 3 4 1 2 3 4 4 2 1 1 4 4 3 3 1 1 1 1 5 1 4 5 2 3 1 5 5 5 1 4
"709" 19 "male" 24.4897959183673 2.1 FALSE 5 4 2 5 4 2 1 2 2 1 2 2 1 1 5 3 2 2 2 3 3 1 5 3 5 5 2 5 5 3 3 4 2 5
"710" 27 "male" 23.1481481481481 2.3 FALSE 4.5 3 2 5 2 4 2 1 1 2 3 3 1 1 5 3 3 2 2 2 1 1 4 3 3 5 5 3 2 2 2 3 1 4
"711" 19 "male" 27.7777777777778 2.9 FALSE 4 3 2 5 4 5 3 3 3 2 5 4 3 4 5 4 2 3 2 4 4 2 5 3 4 5 3 4 4 4 4 5 4 5
"712" 17 "female" 20.956607495069 2.4 FALSE 4.5 3 1 5 3 3 2 1 3 4 4 5 3 3 3 3 5 3 2 4 3 3 5 2 3 3 2 4 3 3 2 4 4 5
"713" 20 "male" 21.7013888888889 2.4 FALSE 1.5 3 3 5 4 4 2 3 3 5 4 3 1 2 2 3 3 3 4 2 5 2 5 4 4 5 3 4 4 5 5 3 3 4
"714" 20 "male" 34.6260387811634 3 FALSE 3.5 3 2 5 3 4 4 2 3 3 4 3 2 2 5 3 3 3 2 3 4 2 5 4 4 5 1 2 5 4 4 4 2 4
"715" 20 "male" 26.5668397536529 2.5 FALSE 2 3 1 5 3 4 3 3 3 3 3 4 4 3 4 3 3 1 3 2 5 3 5 4 4 4 3 5 4 4 4 4 2 4
"716" 21 "male" 22.8774057021934 2 FALSE 3 4 3 5 4 4 2 2 3 2 5 4 3 1 4 3 4 2 3 5 4 2 5 5 4 5 4 3 4 5 4 4 3 5
